rusShare_0804dacecda7dbdf9409587: FGGDKNHB80DDGBBBVVFBBBHFFDBEJNFGGDKNCCCBDBEV*VB9DFBHFDBDDTFV4DBBBI4DAAAHDDIYDADAHBNDMBAAAAAAAAAAAAAAA
rusShare_1e9d0e259f6d31f89d7959f: FGGDKNFFBBFBBBBBFFHBHHBFBBDFGDDD26
rusShare_30739c9a799b0d82f0965e3: FGGDKN8C0DDGBBBVVBBHDEBJNFGGDKNCCCBDBEV*VB9DFBHFDBDDTFV4DBBBI4DAAAHDDIYDADAHBNDMBAAAAAAAAAAAAAAAAAAAA
rusShare_0154b7052d9bce7d6a68f6a: FGGDKNFHBGDDBBBMBGBBFHHFBBDFD26
rusShare_2a2d893733d931cedd78907: FGGDKNBBBBBBB3BBBBLBVVHFFDCEJBABCJCJCJCJCJNB26NFBBHDFGDDEEED2
rusShare_2bdd3e1b9f84025fbfe8274: FGGDKNPBBBBBBBFFHBHHFBBDFGDDD26
rusShare_30c58a14b3be42d8114aae1: FGGDKNBBFCCCBB*BV*BBFBFBBFHHFBBHDGDDD280DGBFGGDKNCCCBDBEV*VB9DFHBFDBDDTFV4DBBBI4DAHDDIYDADAHBDMBAAAAA
rusShare_1633c6638dfc7ee1d901394: FGGDKNHB80DDGBBBVVBBHDEJNFGGDKNCCCBDBEV*VB9DFBHFDBDDTFV4DBBBI4DAAAHDDIYDADAHBNDMBAAAAAAAAAAAAAAAAAAAA
rusShare_361be5b06d2d70db83a81d5: FGGDKNEPBBBBBFFHBHHBFBBDFGDDBD26
rusShare_3097754e1ae857d24a2a528: FGGDKNBBBBFFHHHBFBBDFGDDD26
rusShare_01dbf03ada09478647afd47: FGGDKNB80DDGBBBVVFBBBHFFDEJNFGGDKNCCCBDBEV*VB9DFBHFDBDDTFV4DBBBI4DAAAHDDIYDADAHBNDMBAAAAAAAAAAAAAAAAA
rusShare_3fe617ab006ff6f351269a4: FGGDKNB80DDGBBBVVFBBBHFFDBEJNFGGDKNCCCBDBEV*VB9DFBHFDBDDTFV4DBBBI4DAAAHDDIYDADAHBNDMBAAAAAAAAAAAAAAAA
rusShare_241a9e4028dae03aea3a8e4: FGGDKNBBBBFFBBFBFFHBHHFBBDFGDDD26
rusShare_39bbbd317d1bcc12f5c1726: FGGDKNEPBBBBBFFHBHHBFBBDFGDDBD26
rusShare_2f06023e8f78b07b325a434: FGGDKNHB80DDGBBBVVBBHDEJNFGGDKNCCCBDBEV*VB9DFBHFDBDDTFV4DBBBI4DAAAHDDIYDADAHBNDMBAAAAAAAAAAAAAAAAAAAA
rusShare_27cf0873515e9d342b7105d: FGGDKNHB80DDGBBBVVBBBHDEJNFGGDKNCCCBDBEV*VB9DFBHFDBDDTFV4DBBBI4DAAAHDDIYDADAHBNDMBAAAAAAAAAAAAAAAAAAA
rusShare_3a8fc32381802530c0540dd: FGGDKNBBFHHFBBHBDFGDDBBD26
rusShare_429b253b6798d85ce15f6a7: FGGDKNB80DDGBBBVVBBBHDBEJNFGGDKNCCCBDBEV*VB9DFBHFDBDDTFV4DBBBI4DAAAHDDIYDADAHBNDMBAAAAAAAAAAAAAAAAAAA
rusShare_0bef015cab98313c71b0989: FGGDKNBBBBFFHHHBFBBDFGDDD26
rusShare_3fc34cd42aea5b4b885861b: FGGDKNEPBBBBBBFHHBFBBHBDFGDDD26
rusShare_29fb10583109a119fc1e0f1: FGGDKNBBBBFFHHHFBBDFGDDBD26
rusShare_1f02405684fb31583e32b96: FGGDKNB80DDGBBBVVBBHDEJNFGGDKNCCCBDBEV*VB9DFBHFDBDDTFV4DBBBI4DAAAHDDIYDADAHBNDMBAAAAAAAAAAAAAAAAAAABA
rusShare_3d1f1e3e0f6ef0b4e0e458e: FGGDKNBV80DDGBBBVVBBHDBEJNFGGDKNCCCBDBEV*VB9DFBHFDBDDTFV4DBBBI4DAAAHDDIYDADAHBNDMBAAAAAAAAAAAAAAAAAAA
rusShare_3c20b6114fc41f584c621e4: FGGDKNFFBBFBBBBBFFHBHHBFBBDFGDDD26
rusShare_2aa330f38aa79745efc1382: FGGDKNBBBBFFHHHBFBBDFGDDD26
rusShare_4316f3ccd8101bd7699b7c6: FGGDKNB80DDGBBBVVFBBBHFFDEJNFGGDKNCCCBDBEV*VB9DFBHFDBDDTFV4DBBBI4DAAAHDDIYDADAHBNDMBAAAAAAAAAAAAAAAAA
rusShare_081db9cfad2704a1b0291b6: FGGDKNBBBFFBFBFFHBHH8CFBBDFGDDD26
rusShare_3815463af8f5016a6c76ca8: FGGDKN80DDGBBBVVFBBBHFFDEJNFGGDKNCCCBDBEV*VB9DFBHFDBDDTFV4DBBBI4DAAAHDDIYDADAHBNDMBAAAAAAAAAAAAAAAAAA
rusShare_2688352b7256a5b4a15b0a6: FGGDKNPBBBBBFHHBFBBHDFGDDBD26
rusShare_2bdb344343d9813c48a81bd: FGGDKNHB80DDGBBBVVBFBBHFFBDEJNFGGDKNCCCBDBEV*VB9DFBHFDBDDTFV4DBBBI4DAAAHDDIYDADAHBNDMBAAAAAAAAAAAAAAA
rusShare_28e33b7cbf6881600874a90: FGGDKNB80DDGBBBVVBBHDEJNFGGDKNCCCBDBEV*VB9DFBHFDBDDTFV4DBBBI4DAAAHDDIYDADAHBNDMBAAAAAAAAAAAAAAAAAAAAA
rusShare_1073b9fdf62e55c01d4dbde: FGGDKNVPBBBBBBBBFFHBHH8C0DDGBBBVVBHDEJNFGGDKNCCCBDBEV*VB9DFBHFDBDDTFV4DBBBI4DAAAHDDIYDADAHBNDMBAAAAAA
rusShare_0777a4a26e832fc8496772d: FGGDKNHB80DDGBBBVVBBHDEBJNFGGDKNCCCBDBEV*VB9DFBHFDBDDTFV4DBBBI4DAAAHDDIYDADAHBNDMBAAAAAAAAAAAAAAAAAAA
rusShare_27da9744948b7daedae3595: FGGDKNEPBBBBBBFHHBFBBHBDFGDDD26
rusShare_0bfe18b1bc599f6643118d2: FGGDKNBBFHHFBBHBDFGDDBBD26
rusShare_2f9aa7f449bf920089730fd: FGGDKNBBBBFFHHHBFBBDFGDDD26
rusShare_07496066aa48d31578919b9: FGGDKNBBBBFFHHHFBBDFGDDBD26
rusShare_3febbf185c670ec42d6ccb6: FGGDKNHIGDDGBBBFHHBFBBDBFD26
rusShare_03bc0dc8f468236c01277df: 
rusShare_35fd287409dcaea77e8f8df: FGGDKNCCCBDBEV*VB9DFHBFDBDDTFV4DBBBI4DAHDDIYDADAHBDMBAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAABA
rusShare_0fda454242bd4e5894cfc10: FGGDKNFFBBFBBBBBFFHBHHBFBBDFGDDD26
rusShare_3ce3473a04d00fb73a8991b: FGGDKNBVBBBBFFBFBFFHHHFBBDFGDDD26
rusShare_381a267e197f37a76428b9a: FGGDKNBBBFFBFBFFHBHHFBBDFGDDD26
rusShare_287945c0a241630198f79e1: FGGDKN80DDGBBBVVBHDEJNFGGDKNCCCBDBEV*VB9DFBHFDBDDTFV4DBBBI4DAAAHDDIYDADAHBNDMBAAAAAAAAAAAAAAAAAAAAAAA
rusShare_3e0700ca1a0d95cd09b9563: FGGDKNB80DDGBBBVVBFBBHFFBDEJNFGGDKNCCCBDBEV*VB9DFBHFDBDDTFV4DBBBI4DAAAHDDIYDADAHBNDMBAAAAAAAAAAAAAAAA
rusShare_381db094d4c83b54941608e: FGGDKNBDHBFBBFDBBBBBBDDC*TFV4DGDDGFNBBHBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB
rusShare_047b76a1405eb68926a7dd9: 
rusShare_4153d403f73e273af9e8996: FGGDKNBBB8DBBBFHHFBBHDFGDDBBD26
rusShare_32af9c5018474041e7ceb7b: FGGDKNHB*BBBBBBHHFFBBDFGDDBD26
rusShare_08ad89e8331e6bfe2cd627c: FGGDKNHIGDDGBBBFHHBFBBDBFDDVBU*A****************HW*FHB****RR*PR*VVVVVLDCEJN*FGGDKNHIEGDDGBBEEEEFEEEEH
rusShare_2c76e685a5f962fa43b6156: FGGDKNBBBFFBFBFFHBHH8CFBBDFGDDD26
rusShare_0c4cf45b512432aaeb0e0a5: FGGDKNB80DDGBBBVVBBHDEJNFGGDKNCCCBDBEV*VB9DFBHFDBDDTFV4DBBBI4DAAAHDDIYDADAHBNDMBAAAAAAAAAAAAAAAAAAAAB
rusShare_1c6f12b06b24c26bb45fe0c: FGGDKN80DDGBBBVVFBBBHFFBDEJNFGGDKNCCCBDBEV*VB9DFBHFDBDDTFV4DBBBI4DAAAHDDIYDADAHBNDMBAAAAAAAAAAAAAAAAA
rusShare_1e72e82d0e512917ca34b3f: FGGDKNB80DDGBBBVVBFBBHFFBDEJNFGGDKNCCCBDBEV*VB9DFBHFDBDDTFV4DBBBI4DAAAHDDIYDADAHBNDMBAAAAAAAAAAAAAAAA
rusShare_1c2c5a947cba06c05a10423: FGGDKNEPBBBBBFFHBHHBFBBDFGDDBD26
rusShare_0517718f40238bd2326551b: 
rusShare_3e9e19fb0d0e2980ffdfe4b: FGGDKNEBPBBBBBFFHBHHBFBBDFGDDD26
rusShare_1043a705cfd9342a55573d7: FGGDKNB80DDGBBBVVFBBBHFFDEJNFGGDKNCCCBDBEV*VB9DFBHFDBDDTFV4DBBBI4DAAAHDDIYDADAHBNDMBAAAAAAAAAAAAAAAAA
rusShare_106db39ac56a202477c9c61: FGGDKNHWBB80DDGBBBVVBBHDEJNFGGDKNCCCBDBEV*VB9DFBHFDBDDTFV4DBBBI4DAAAHDDIYDADAHBNDMBAAAAAAAAAAAAAAAAAA
rusShare_2387c0ba00a782ed61634eb: FGGDKNB80DDGBBBVVBFBBHFFBDEJNFGGDKNCCCBDBEV*VB9DFBHFDBDDTFV4DBBBI4DAAAHDDIYDADAHBNDMBAAAAAAAAAAAAAAAA
rusShare_056a34283fc185f50dfe5d6: FGGDKNB80DDGBBBVVBFBBHFFBDEJNFGGDKNCCCBDBEV*VB9DFBHFDBDDTFV4DBBBI4DAAAHDDIYDADAHBNDMBAAAAAAAAAAAAAAAA
rusShare_3a8e00666339d770c08769e: FGGDKNHUUUUUUUUUUUUUUBBBBBHHFBFBFBBBDFGDDD26
rusShare_32b3c4647ccd9cc4a570267: FGGDKNBBBFFHBHHFBBDFGDDD26
rusShare_3ca879199532626ddc042c2: FGGDKNBBBBFFHHHBFBBDFGDDD26
rusShare_162e4056304266924b16589: 
rusShare_1f6ff5f879b015ff16242b7: FGGDKNBB80DDGBBBVVBBHDEJNFGGDKNCCCBDBEV*VB9DFBHFDBDDTFV4DBBBI4DAAAHDDIYDADAHBNDMBAAAAAAAAAAAAAAAAAAAA
rusShare_2a24e7189aefd5fcd44f45a: FGGDKNHB80DDGBBBVVBFBBHFFBDEJNFGGDKNCCCBDBEV*VB9DFBHFDBDDTFV4DBBBI4DAAAHDDIYDADAHBNDMBAAAAAAAAAAAAAAA
rusShare_1cae0fbb646d4ff502135be: FGGDKNEPBBBBB8C0DDGBBBVVBBHDEJNFGGDKNCCCBDBEV*VB9DFBHFDBDDTFV4DBBBI4DAAAHDDIYDADAHBNDMBAAAAAAAAAAAAAA
rusShare_32f031806988248893dc8c4: FGGDKNPBBBBBFHHBFBBHDFGDDBD26
rusShare_038422720d1091690bd1790: FGGDKNBB80DDGBBBVVBBHDEJNFGGDKNCCCBDBEV*VB9DFBHFDBDDTFV4DBBBI4DAAAHDDIYDADAHBNDMBAAAAAAAAAAAAAAAAAAAA
rusShare_33f466ec4b72e60ce42ab59: 
rusShare_258442e47beca26a5dcfa31: FGGDKNEPBBBBBFFHBHHBFBBDFGDDBD26
rusShare_4009b733d5b0babf2488938: FGGDKNEPBBBBBFFHBHHBFBBDFGDDBD26
rusShare_30b3e16dac6dd51478316f1: FGGDKNHIGDDGBBBFHHBFBBDBFDDVBU*A****************HW*FHB****RR*PR*VVVVVLDCEJN*FGGDKNHIEGDDGBEEEBEFEEBEE
rusShare_2786c24ffd615a7ab09d351: FGGDKNHB80DDGBBBVVBBHDEBJNFGGDKNCCCBDBEV*VB9DFBHFDBDDTFV4DBBBI4DAAAHDDIYDADAHBNDMBAAAAAAAAAAAAAAAAAAA
rusShare_1d3702ffd52f33707d03849: FGGDKNHVV*BFVVVVVVVVVBVVVVVVVVVVVVVVVVVVVBBBBBBHHFFBBDFGDDD26
rusShare_2a662f283c6d9fceb1c473a: FGGDKNBBBBBFHHBX
rusShare_06c9df4e754248da561af68: FGGDKNBDHBFBBFDBBBBBBDDC*TFV4DGDDGFNBBHBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB
rusShare_1791df088f6e83d4adc8eec: FGGDKN1111111B11111111111BBBBBHHBFBFHFBBDFGDDD26
rusShare_0577e035a4ab7aa70715302: FGGDKNBBFFBBFBFFHBHHFBBDFGDDD26
rusShare_11ef3168942192e34d124e0: FGGDKNHIGDDGBBBFHHBFBBDBFDDVBU*A****************HW*FHB****RR*PR*VVVVVLDCEJN*FGGDKNHIEGDDGBEEEBEFEEBEE
rusShare_30174712085bd22fbcf243d: FGGDKNBDHBFBBFDBBBBBBDDC*TFV4DGDDGFNBBHBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB
rusShare_1bab9062614b32899d5dd0b: FGGDKNB80DDGBBBVVBBBHDBEJNFGGDKNCCCBDBEV*VB9DFBHFDBDDTFV4DBBBI4DAAAHDDIYDADAHBNDMBAAAAAAAAAAAAAAAAAAA
rusShare_1ed504f08a7c54df24bd3ee: FGGDKNEBPPBBBBB8C0DDGBBBVVBBHDEJNFGGDKNCCCBDBEV*VB9DFBHFDBDDTFV4DBBBI4DAAAHDDIYDADAHBNDMBAAAAAAAAAAAA
rusShare_11826107936bd733ea0b21b: FGGDKNHWBB80DDGBBBVVBHBDEJNFGGDKNCCCBDBEV*VB9DFBHFDBDDTFV4DBBBI4DAAAHDDIYDADAHBNDMBAAAAAAAAAAAAAAAAAA
rusShare_2393606640633d0e9b03e0b: FGGDKNBBFBFBFFHBHHFBBDFGDDD26
rusShare_335b3918facffb8e7f739f8: FGGDKNHWBB80DDGBBBVVBHBDEJNFGGDKNCCCBDBEV*VB9DFBHFDBDDTFV4DBBBI4DAAAHDDIYDADAHBNDMBAAAAAAAAAAAAAAAAAA
rusShare_39ab695e58014816fe7b329: FGGDKNEPBBBBBBFHHBFBBHBDFGDDD26
rusShare_18a3ecd57e139544dd7e9ce: FGGDKN80DDGBBBVVFBBBHFFBDEJNFGGDKNCCCBDBEV*VB9DFBHFDBDDTFV4DBBBI4DAAAHDDIYDADAHBNDMBAAAAAAAAAAAAAAAAA
rusShare_2b2283d3f764119e4e3754b: FGGDKN8HBBBBBFHHBFBBDBFGDDD26
rusShare_2837a1d5691feaa0d7a11a3: FGGDKNEPBBBBBBFFHBHHBFBBDFGDDD26
rusShare_29ff4c6c301a412d0b6ce8f: FGGDKNFHBBBBBBHHFFFFFFFFFFGDD*H*UUVFBB1F*HBB**RLVVBDCEJN**LVDJN26FKEBBBFGGDNCCCFCCCCCBBBBHEBBBBDBDEEF
rusShare_23011f17ebdaf0929ad585e: FGGDKNBDHBFBBFDBBBBBBDDC*TFV4DGDDGFNBBHBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB
rusShare_1dbbff68c22c589a16b3ecb: FGGDKNB80DDGBBBVVBFBBHFFBDEJNFGGDKNCCCBDBEV*VB9DFBHFDBDDTFV4DBBBI4DAAAHDDIYDADAHBNDMBAAAAAAAAAAAAAAAA
rusShare_3a80ff9d3c82ebc981da166: FGGDKNB80DDGBBBVVBFBBHFFBDEJNFGGDKNCCCBDBEV*VB9DFBHFDBDDTFV4DBBBI4DAAAHDDIYDADAHBNDMBAAAAAAAAAAAAAAAA
rusShare_14e990eb95fe14166b8f49c: FGGDKNBBBFHHFBBHBDFGDDBD26
rusShare_43ba53c5d99ac5d6742e9eb: FGGDKNEPPBBBBBBFFHBHHBFBBDFGDDD26
rusShare_370751a3ce2afdd411f2313: FGGDKNEPBBBBBBFHHBFBBHBDFGDDD26
rusShare_10899e7c3dd1cb7f3e2b57b: FGGDKNEPBBBBBBFHHBFBBHBDFGDDD26
rusShare_07853ed23699a749c76f018: FGGDKNHB80DDGBBBVVBBHDEJNFGGDKNCCCBDBEV*VB9DFBHFDBDDTFV4DBBBI4DAAAHDDIYDADAHBNDMBAAAAAAAAAAAAAAAAAAAA
rusShare_3442357b01f93eb35605161: FGGDKNBB*FFHGDDBBHHFBBDFBD26
rusShare_40ca4c8ddf11ea5525394a2: FGGDKNEPBBBBBFFHBHHBFBBDFGDDBD26
rusShare_2294f0341b4a0bf3b33f490: FGGDKNB80DDGBBBVVBBHDEJNFGGDKNCCCBDBEV*VB9DFBHFDBDDTFV4DBBBI4DAAAHDDIYDADAHBNDMBAAAAAAAAAAAAAAAAAAAAB
rusShare_15b1096fbc4b1659ef71655: FGGDKNEPBBBBBFFHBHHBFBBDFGDDBD26
rusShare_19cb7f4d7bcdb0a6342c8ff: FGGDKNHB80DDGBBBVVBFBBHFFBDEJNFGGDKNCCCBDBEV*VB9DFBHFDBDDTFV4DBBBI4DAAAHDDIYDADAHBNDMBAAAAAAAAAAAAAAA
rusShare_110947dd0435b60ff7c4020: FGGDKNBBBBFFBBFBFFHBHHFBBDFGDDD26
rusShare_042ab7d223539228c5f4898: 
rusShare_0facce4f790c3ecfea40893: 
rusShare_24bba0aa9eb772a5c08ae78: FGGDKNBBBFHHFBBHBDFGDDBD26
rusShare_22caf114f5d159b84e2e07b: FGGDKNB80DDGBBBVVFBBBHFFBDEJNFGGDKNCCCBDBEV*VB9DFBHFDBDDTFV4DBBBI4DAAAHDDIYDADAHBNDMBAAAAAAAAAAAAAAAA
rusShare_1e782cc54e81dca0a139976: FGGDKNB80DDGBBBVVFBBBHFFDEJNFGGDKNCCCBDBEV*VB9DFBHFDBDDTFV4DBBBI4DAAAHDDIYDADAHBNDMBAAAAAAAAAAAAAAAAA
rusShare_43031f472ce3c586e361b6d: FGGDKN1*11111111111111111BBBBBHHFBBFBBHDFGDDBD26
rusShare_27e19d60a654b1324e301c9: FGGDKNBBBBFFBBFBFFHBHHFBBDFGDDD26
rusShare_29c80f68def558ca256b163: FGGDKNB80DDGBBBVVBFBBHFFBDEJNFGGDKNCCCBDBEV*VB9DFBHFDBDDTFV4DBBBI4DAAAHDDIYDADAHBNDMBAAAAAAAAAAAAAAAA
rusShare_012ef7e4ebbc9fa1da608eb: FGGDKNEPPBBBBBBFBHHBFBBHDFGDDD26
rusShare_27671fb04471b9592576e22: FGGDKNBBFFBBFBFFHBHHFBBDFGDDD26
rusShare_02f442d3faeec01b3b684a3: FGGDKNB80DDGBBBVVFBBBHFFDEJNFGGDKNCCCBDBEV*VB9DFBHFDBDDTFV4DBBBI4DAAAHDDIYDADAHBNDMBAAAAAAAAAAAAAAAAA
rusShare_0d258bcf868bbec4376df5a: FGGDKNPBBBBBFHHBFBBHDFGDDBD26
rusShare_1f6cc1ee29266078b2ac54b: FGGDKN1111111B11111111111BBBBBHHFBFHBFBBDFGDDD26
rusShare_1af70c7e2f2c31d4d9f91e3: FGGDKNHB80DDGBBBVVBBBHDEJNFGGDKNCCCBDBEV*VB9DFBHFDBDDTFV4DBBBI4DAAAHDDIYDADAHBNDMBAAAAAAAAAAAAAAAAAAA
rusShare_16fcb722a88d4c32e149a44: FGGDKNEBPPBBBBBBFHHBFBBHDFGDDD26
rusShare_41c156bd08fc9f69b8dcc2b: FGGDKNBBFBFBFFHBHHFBBDFGDDD26
rusShare_38d6359f4436d8be020ef63: FGGDKNEBPBBBBB8C0DDGBBBVVBBHDEJNFGGDKNCCCBDBEV*VB9DFBHFDBDDTFV4DBBBI4DAAAHDDIYDADAHBNDMBAAAAAAAAAAAAA
rusShare_41ccef7c54a9b1322807b03: FGGDKNBBBBFFHHHBFBBDFGDDD26
rusShare_382df2a286d35693fa4b1da: FGGDKN**TTT*T*TTTT***T***TTT*T***T*T*T*TTT****T*BT****TT*TT*****TT***T*TTT*T**TT**T*TT****TTT*T*TT*T*
rusShare_001a1d5714890cf7459bd1b: FGGDKNEPBBBBBFFHBHHBFBBDFGDDBD26
rusShare_117edc3a82e5502db6e3fc8: FGGDKNBBBBFFHHHBFBBDFGDDD26
rusShare_301236d9b9c30d8d38beed2: FGGDKNB80DDGBBBVVBFBBHFFBDEJNFGGDKNCCCBDBEV*VB9DFBHFDBDDTFV4DBBBI4DAAAHDDIYDADAHBNDMBAAAAAAAAAAAAAAAA
rusShare_26c70d030450ad897aeefbd: FGGDKNBBBBBFHHB80DDGBBBVVBBHDEJNFGGDKNCCCBDBEV*VB9DFBHFDBDDTFV4DBBBI4DAAAHDDIYDADAHBNDMBAAAAAAAAAAAAA
rusShare_2241c83bde6032530162d69: 
rusShare_35d9ae0a147454a412f6bb2: FGGDKNBHHBBFHBBBBHGDDW*FFUMBGB55555555555555555555555555555555555555555555555555555555555555555555555
rusShare_0319f395949d4a5da3fab32: FGGDKNEPBBBBBFFHBHHBFBBDFGDDBD26
rusShare_2f23ddf76ac768d8c17b0b2: FGGDKNHBBMBGBBFHHBFBBBDFGDDD2BB6
rusShare_2669954c98ff279feb4522e: FGGDKNB80DDGBBBVVBFBBHFFBDEJNFGGDKNCCCBDBEV*VB9DFBHFDBDDTFV4DBBBI4DAAAHDDIYDADAHBNDMBAAAAAAAAAAAAAAAA
rusShare_376125f8e7938c4376d8a75: FGGDKNEPBBBBBFFHBHHBFBBDFGDDBD26
rusShare_3c369d6f43f3d1ce8faad36: FGGDKNPBBBBBBBFFHBHHFBBDFGDDD26
rusShare_3f62dceea49c56a5f369127: FGGDKN80DDGBBBVVFBBBHFFBDEJNFGGDKNCCCBDBEV*VB9DFBHFDBDDTFV4DBBBI4DAAAHDDIYDADAHBNDMBAAAAAAAAAAAAAAAAA
rusShare_1184abe4a6e3915aaab1c8b: FGGDKNBDHBFBBFDBBBBBBDDC*TFV4DGDDGFNBBHBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB
rusShare_032a7018347a122584f86f4: FGGDKNHB80DDGBBBVVBBHBDEJNFGGDKNCCCBDBEV*VB9DFBHFDBDDTFV4DBBBI4DAAAHDDIYDADAHBNDMBAAAAAAAAAAAAAAAAAAA
rusShare_09f0b8c43a40327239d7c55: FGGDKNFFBBFBBBBBFFHBHHFBBDFGDDBD26
rusShare_42fdf0968e9cb74ff4e129f: FGGDKNEPBBBBBFFHBHHBFBBDFGDDBD26
rusShare_1be2b0655d89bcaefebce09: FGGDKNBBBFFHHHBFBBDFGDDD26
rusShare_2b662e16af4d32494e0904e: FGGDKN8C0DDGBBBVVBBHDEBJNFGGDKNCCCBDBEV*VB9DFBHFDBDDTFV4DBBBI4DAAAHDDIYDADAHBNDMBAAAAAAAAAAAAAAAAAAAA
rusShare_0079be88294d1205822169f: FGGDKN26
rusShare_05ab8a8e60a4482aa9a0cc4: FGGDKNHBBBBBFFBFFFBHHBFBBDFGDDD26
rusShare_2fe5b4cbe9ba21b44fd491d: FGGDKN8C0DDGBBBVVBBHDEBJNFGGDKNCCCBDBEV*VB9DFBHFDBDDTFV4DBBBI4DAAAHDDIYDADAHBNDMBAAAAAAAAAAAAAAAAAAAA
rusShare_0e3df6027dc73c4a6657413: FGGDKNB80DDGBBBVVBFBBHFFBDEJNFGGDKNCCCBDBEV*VB9DFBHFDBDDTFV4DBBBI4DAAAHDDIYDADAHBNDMBAAAAAAAAAAAAAAAA
rusShare_14ad31b1bd1cf92833df764: FGGDKN26
rusShare_24b347cf7a773f423d99c6e: FGGDKNBBBBBBBHHFFFFBFHFBBDFGDDD26
rusShare_3423cd79c31d8afaac9387d: FGGDKNFFBBFBBBBBFFHBHHBFBBDFGDDD26
rusShare_1676b3f91e7d706e362212e: FGGDKNFFBBFBBBBBFFHBHHBFBBDFGDDD26
rusShare_204d62cc91c59a135a07a35: FGGDKNBB80DDGBBBVVBBHFFDEJNFGGDKNCCCBDBEV*VB9DFBHFDBDDTFV4DBBBI4DAAAHDDIYDADAHBNDMBAAAAAAAAAAAAAAAAAA
rusShare_4408c01acc90ebf7f0b22c8: FGGDKNPBBBBBFHHBFBBHDFGDDBD26
rusShare_3613d12226009ec269a9072: FGGDKNPBBBBBFHHBFBBHDFGDDBD26
rusShare_089dece1dc669b1f3a5cdac: FGGDKNVPBBBBB80DDGBBBVVBBHDEBJNFGGDKNCCCBDBEV*VB9DFBHFDBDDTFV4DBBBI4DAAAHDDIYDADAHBNDMBAAAAAAAAAAAAAA
rusShare_41eea4c4e6da794992f4071: FGGDKNPBBBBBBBFFHBHHFBBDFGDDD26
